   Time             I(L0)             V0              
 8.133000000E-003  3.695275281E+001  5.078604873E+001 
 8.134000000E-003  3.678106561E+001  5.095377805E+001 
 8.135000000E-003  3.660887452E+001  5.108464753E+001 
 8.136000000E-003  3.643629851E+001  5.118188744E+001 
 8.137000000E-003  3.626344608E+001  5.124845446E+001 
 8.138000000E-003  3.609041619E+001  5.128705485E+001 
 8.139000000E-003  3.591729904E+001  5.130016559E+001 
 8.140000000E-003  3.574417684E+001  5.129005375E+001 
 8.141000000E-003  3.557112445E+001  5.125879426E+001 
 8.142000000E-003  3.539821006E+001  5.120828615E+001 
 8.143000000E-003  3.522549568E+001  5.114026737E+001 
 8.144000000E-003  3.505303774E+001  5.105632847E+001 
 8.145000000E-003  3.488088751E+001  5.095792499E+001 
 8.146000000E-003  3.470909155E+001  5.084638895E+001 
 8.147000000E-003  3.453769214E+001  5.072293922E+001 
 8.148000000E-003  3.436672760E+001  5.058869112E+001 
 8.149000000E-003  3.419623266E+001  5.044466519E+001 
 8.150000000E-003  3.402623873E+001  5.029179513E+001 
 8.151000000E-003  3.385677422E+001  5.013093525E+001 
 8.152000000E-003  3.368786479E+001  4.996286708E+001 
 8.153000000E-003  3.351953356E+001  4.978830559E+001 
 8.154000000E-003  3.335180132E+001  4.960790477E+001 
 8.155000000E-003  3.318468679E+001  4.942226282E+001 
 8.156000000E-003  3.301820673E+001  4.923192688E+001 
 8.157000000E-003  3.285237613E+001  4.903739728E+001 
 8.158000000E-003  3.268720838E+001  4.883913157E+001 
 8.159000000E-003  3.252271539E+001  4.863754811E+001 
 8.160000000E-003  3.235890769E+001  4.843302937E+001 
 8.161000000E-003  3.295518390E+001  4.829681920E+001 
 8.162000000E-003  3.355170005E+001  4.824677453E+001 
 8.163000000E-003  3.414822444E+001  4.825661149E+001 
 8.164000000E-003  3.474458888E+001  4.834155144E+001 
 8.165000000E-003  3.534055125E+001  4.849486152E+001 
 8.166000000E-003  3.593589120E+001  4.871037976E+001 
 8.167000000E-003  3.653040830E+001  4.898246689E+001 
 8.168000000E-003  3.712392034E+001  4.930596211E+001 
 8.169000000E-003  3.763198371E+001  4.968536445E+001 
 8.170000000E-003  3.746342410E+001  5.002474901E+001 
 8.171000000E-003  3.729408168E+001  5.032556794E+001 
 8.172000000E-003  3.712380577E+001  5.057793052E+001 
 8.173000000E-003  3.695275281E+001  5.078604873E+001 
 8.174000000E-003  3.678106561E+001  5.095377805E+001 
 8.175000000E-003  3.660887452E+001  5.108464753E+001 
 8.176000000E-003  3.643629851E+001  5.118188744E+001 
 8.177000000E-003  3.626344608E+001  5.124845446E+001 
 8.178000000E-003  3.609041619E+001  5.128705485E+001 
 8.179000000E-003  3.591729904E+001  5.130016559E+001 
 8.180000000E-003  3.574417684E+001  5.129005375E+001 
 8.181000000E-003  3.557112445E+001  5.125879426E+001 
 8.182000000E-003  3.539821006E+001  5.120828615E+001 
 8.183000000E-003  3.522549568E+001  5.114026737E+001 
 8.184000000E-003  3.505303774E+001  5.105632847E+001 
 8.185000000E-003  3.488088751E+001  5.095792499E+001 
 8.186000000E-003  3.470909155E+001  5.084638895E+001 
 8.187000000E-003  3.453769214E+001  5.072293922E+001 
 8.188000000E-003  3.436672760E+001  5.058869112E+001 
 8.189000000E-003  3.419623266E+001  5.044466519E+001 
 8.190000000E-003  3.402623873E+001  5.029179513E+001 
 8.191000000E-003  3.385677423E+001  5.013093525E+001 
 8.192000000E-003  3.368786479E+001  4.996286708E+001 
 8.193000000E-003  3.351953356E+001  4.978830559E+001 
 8.194000000E-003  3.335180132E+001  4.960790477E+001 
 8.195000000E-003  3.318468679E+001  4.942226282E+001 
 8.196000000E-003  3.301820673E+001  4.923192688E+001 
 8.197000000E-003  3.285237613E+001  4.903739728E+001 
 8.198000000E-003  3.268720838E+001  4.883913157E+001 
 8.199000000E-003  3.252271539E+001  4.863754811E+001 
 8.200000000E-003  3.235890769E+001  4.843302937E+001 
 8.201000000E-003  3.295518390E+001  4.829681920E+001 
 8.202000000E-003  3.355170005E+001  4.824677453E+001 
 8.203000000E-003  3.414822444E+001  4.825661149E+001 
 8.204000000E-003  3.474458888E+001  4.834155144E+001 
 8.205000000E-003  3.534055125E+001  4.849486152E+001 
 8.206000000E-003  3.593589120E+001  4.871037976E+001 
 8.207000000E-003  3.653040830E+001  4.898246689E+001 
 8.208000000E-003  3.712392034E+001  4.930596211E+001 
 8.209000000E-003  3.763198371E+001  4.968536445E+001 
 8.210000000E-003  3.746342410E+001  5.002474901E+001 
 8.211000000E-003  3.729408168E+001  5.032556794E+001 
 8.212000000E-003  3.712380577E+001  5.057793052E+001 
 8.213000000E-003  3.695275281E+001  5.078604873E+001 
 8.214000000E-003  3.678106561E+001  5.095377805E+001 
 8.215000000E-003  3.660887452E+001  5.108464753E+001 
 8.216000000E-003  3.643629851E+001  5.118188744E+001 
 8.217000000E-003  3.626344608E+001  5.124845446E+001 
 8.218000000E-003  3.609041619E+001  5.128705485E+001 
 8.219000000E-003  3.591729904E+001  5.130016559E+001 
 8.220000000E-003  3.574417684E+001  5.129005375E+001 
 8.221000000E-003  3.557112445E+001  5.125879426E+001 
 8.222000000E-003  3.539821006E+001  5.120828615E+001 
 8.223000000E-003  3.522549568E+001  5.114026737E+001 
 8.224000000E-003  3.505303774E+001  5.105632847E+001 
 8.225000000E-003  3.488088751E+001  5.095792499E+001 
 8.226000000E-003  3.470909155E+001  5.084638895E+001 
 8.227000000E-003  3.453769214E+001  5.072293922E+001 
 8.228000000E-003  3.436672760E+001  5.058869112E+001 
 8.229000000E-003  3.419623266E+001  5.044466519E+001 
 8.230000000E-003  3.402623873E+001  5.029179513E+001 
 8.231000000E-003  3.385677423E+001  5.013093525E+001 
 8.232000000E-003  3.368786479E+001  4.996286708E+001 
 8.233000000E-003  3.351953356E+001  4.978830559E+001 
 8.234000000E-003  3.335180132E+001  4.960790477E+001 
 8.235000000E-003  3.318468679E+001  4.942226282E+001 
 8.236000000E-003  3.301820673E+001  4.923192688E+001 
 8.237000000E-003  3.285237613E+001  4.903739728E+001 
 8.238000000E-003  3.268720838E+001  4.883913157E+001 
 8.239000000E-003  3.252271539E+001  4.863754811E+001 
 8.240000000E-003  3.235890769E+001  4.843302937E+001 
 8.241000000E-003  3.295518390E+001  4.829681920E+001 
 8.242000000E-003  3.355170005E+001  4.824677453E+001 
 8.243000000E-003  3.414822444E+001  4.825661149E+001 
 8.244000000E-003  3.474458888E+001  4.834155144E+001 
 8.245000000E-003  3.534055125E+001  4.849486152E+001 
 8.246000000E-003  3.593589120E+001  4.871037976E+001 
 8.247000000E-003  3.653040830E+001  4.898246689E+001 
 8.248000000E-003  3.712392034E+001  4.930596211E+001 
 8.249000000E-003  3.763198371E+001  4.968536445E+001 
 8.250000000E-003  3.746342410E+001  5.002474901E+001 
 8.251000000E-003  3.729408168E+001  5.032556794E+001 
 8.252000000E-003  3.712380577E+001  5.057793052E+001 
 8.253000000E-003  3.695275281E+001  5.078604873E+001 
 8.254000000E-003  3.678106561E+001  5.095377805E+001 
 8.255000000E-003  3.660887452E+001  5.108464753E+001 
 8.256000000E-003  3.643629851E+001  5.118188744E+001 
 8.257000000E-003  3.626344608E+001  5.124845446E+001 
 8.258000000E-003  3.609041619E+001  5.128705485E+001 
 8.259000000E-003  3.591729904E+001  5.130016559E+001 
 8.260000000E-003  3.574417684E+001  5.129005375E+001 
 8.261000000E-003  3.557112445E+001  5.125879426E+001 
 8.262000000E-003  3.539821006E+001  5.120828615E+001 
 8.263000000E-003  3.522549568E+001  5.114026737E+001 
 8.264000000E-003  3.505303774E+001  5.105632847E+001 
 8.265000000E-003  3.488088751E+001  5.095792499E+001 
 8.266000000E-003  3.470909155E+001  5.084638895E+001 
 8.267000000E-003  3.453769214E+001  5.072293922E+001 
 8.268000000E-003  3.436672760E+001  5.058869113E+001 
 8.269000000E-003  3.419623266E+001  5.044466519E+001 
 8.270000000E-003  3.402623873E+001  5.029179513E+001 
 8.271000000E-003  3.385677423E+001  5.013093525E+001 
 8.272000000E-003  3.368786479E+001  4.996286708E+001 
 8.273000000E-003  3.351953356E+001  4.978830559E+001 
 8.274000000E-003  3.335180132E+001  4.960790477E+001 
 8.275000000E-003  3.318468679E+001  4.942226282E+001 
 8.276000000E-003  3.301820673E+001  4.923192688E+001 
 8.277000000E-003  3.285237613E+001  4.903739728E+001 
 8.278000000E-003  3.268720838E+001  4.883913157E+001 
 8.279000000E-003  3.252271539E+001  4.863754811E+001 
 8.280000000E-003  3.235890769E+001  4.843302937E+001 
 8.281000000E-003  3.295518390E+001  4.829681920E+001 
 8.282000000E-003  3.355170005E+001  4.824677453E+001 
 8.283000000E-003  3.414822444E+001  4.825661149E+001 
 8.284000000E-003  3.474458888E+001  4.834155144E+001 
 8.285000000E-003  3.534055125E+001  4.849486152E+001 
 8.286000000E-003  3.593589120E+001  4.871037976E+001 
 8.287000000E-003  3.653040830E+001  4.898246689E+001 
 8.288000000E-003  3.712392034E+001  4.930596212E+001 
 8.289000000E-003  3.763198371E+001  4.968536445E+001 
 8.290000000E-003  3.746342410E+001  5.002474901E+001 
 8.291000000E-003  3.729408168E+001  5.032556794E+001 
 8.292000000E-003  3.712380577E+001  5.057793052E+001 
 8.293000000E-003  3.695275281E+001  5.078604873E+001 
 8.294000000E-003  3.678106561E+001  5.095377805E+001 
 8.295000000E-003  3.660887452E+001  5.108464753E+001 
 8.296000000E-003  3.643629851E+001  5.118188744E+001 
 8.297000000E-003  3.626344608E+001  5.124845446E+001 
 8.298000000E-003  3.609041619E+001  5.128705485E+001 
 8.299000000E-003  3.591729904E+001  5.130016559E+001 
 8.300000000E-003  3.574417684E+001  5.129005375E+001 
 8.301000000E-003  3.557112445E+001  5.125879426E+001 
 8.302000000E-003  3.539821006E+001  5.120828615E+001 
 8.303000000E-003  3.522549568E+001  5.114026737E+001 
 8.304000000E-003  3.505303774E+001  5.105632847E+001 
 8.305000000E-003  3.488088751E+001  5.095792499E+001 
 8.306000000E-003  3.470909155E+001  5.084638895E+001 
 8.307000000E-003  3.453769214E+001  5.072293922E+001 
 8.308000000E-003  3.436672760E+001  5.058869113E+001 
 8.309000000E-003  3.419623266E+001  5.044466519E+001 
 8.310000000E-003  3.402623873E+001  5.029179513E+001 
 8.311000000E-003  3.385677423E+001  5.013093525E+001 
 8.312000000E-003  3.368786479E+001  4.996286708E+001 
 8.313000000E-003  3.351953356E+001  4.978830559E+001 
 8.314000000E-003  3.335180132E+001  4.960790477E+001 
 8.315000000E-003  3.318468679E+001  4.942226282E+001 
 8.316000000E-003  3.301820673E+001  4.923192688E+001 
 8.317000000E-003  3.285237613E+001  4.903739728E+001 
 8.318000000E-003  3.268720838E+001  4.883913157E+001 
 8.319000000E-003  3.252271539E+001  4.863754811E+001 
 8.320000000E-003  3.235890769E+001  4.843302937E+001 
 8.321000000E-003  3.295518390E+001  4.829681920E+001 
 8.322000000E-003  3.355170005E+001  4.824677453E+001 
 8.323000000E-003  3.414822444E+001  4.825661149E+001 
 8.324000000E-003  3.474458888E+001  4.834155144E+001 
 8.325000000E-003  3.534055125E+001  4.849486152E+001 
 8.326000000E-003  3.593589120E+001  4.871037976E+001 
 8.327000000E-003  3.653040830E+001  4.898246689E+001 
 8.328000000E-003  3.712392034E+001  4.930596212E+001 
 8.329000000E-003  3.763198371E+001  4.968536445E+001 
 8.330000000E-003  3.746342410E+001  5.002474901E+001 
 8.331000000E-003  3.729408168E+001  5.032556795E+001 
 8.332000000E-003  3.712380577E+001  5.057793052E+001 
 8.333000000E-003  3.695275281E+001  5.078604873E+001 
 8.334000000E-003  3.678106561E+001  5.095377805E+001 
 8.335000000E-003  3.660887452E+001  5.108464753E+001 
 8.336000000E-003  3.643629851E+001  5.118188744E+001 
 8.337000000E-003  3.626344609E+001  5.124845446E+001 
 8.338000000E-003  3.609041619E+001  5.128705485E+001 
 8.339000000E-003  3.591729904E+001  5.130016559E+001 
 8.340000000E-003  3.574417684E+001  5.129005375E+001 
 8.341000000E-003  3.557112445E+001  5.125879426E+001 
 8.342000000E-003  3.539821006E+001  5.120828615E+001 
 8.343000000E-003  3.522549568E+001  5.114026737E+001 
 8.344000000E-003  3.505303774E+001  5.105632847E+001 
 8.345000000E-003  3.488088751E+001  5.095792499E+001 
 8.346000000E-003  3.470909155E+001  5.084638895E+001 
 8.347000000E-003  3.453769214E+001  5.072293922E+001 
 8.348000000E-003  3.436672760E+001  5.058869113E+001 
 8.349000000E-003  3.419623266E+001  5.044466519E+001 
 8.350000000E-003  3.402623873E+001  5.029179514E+001 
 8.351000000E-003  3.385677423E+001  5.013093525E+001 
 8.352000000E-003  3.368786479E+001  4.996286708E+001 
 8.353000000E-003  3.351953356E+001  4.978830559E+001 
 8.354000000E-003  3.335180132E+001  4.960790477E+001 
 8.355000000E-003  3.318468679E+001  4.942226282E+001 
 8.356000000E-003  3.301820673E+001  4.923192688E+001 
 8.357000000E-003  3.285237613E+001  4.903739728E+001 
 8.358000000E-003  3.268720838E+001  4.883913157E+001 
 8.359000000E-003  3.252271539E+001  4.863754811E+001 
 8.360000000E-003  3.235890769E+001  4.843302937E+001 
 8.361000000E-003  3.295518390E+001  4.829681920E+001 
 8.362000000E-003  3.355170005E+001  4.824677453E+001 
 8.363000000E-003  3.414822444E+001  4.825661149E+001 
 8.364000000E-003  3.474458888E+001  4.834155144E+001 
 8.365000000E-003  3.534055125E+001  4.849486152E+001 
 8.366000000E-003  3.593589120E+001  4.871037976E+001 
 8.367000000E-003  3.653040830E+001  4.898246689E+001 
 8.368000000E-003  3.712392034E+001  4.930596212E+001 
 8.369000000E-003  3.763198371E+001  4.968536445E+001 
 8.370000000E-003  3.746342410E+001  5.002474901E+001 
 8.371000000E-003  3.729408168E+001  5.032556795E+001 
 8.372000000E-003  3.712380577E+001  5.057793052E+001 
 8.373000000E-003  3.695275281E+001  5.078604873E+001 
 8.374000000E-003  3.678106561E+001  5.095377805E+001 
 8.375000000E-003  3.660887452E+001  5.108464753E+001 
 8.376000000E-003  3.643629851E+001  5.118188744E+001 
 8.377000000E-003  3.626344609E+001  5.124845446E+001 
 8.378000000E-003  3.609041619E+001  5.128705485E+001 
 8.379000000E-003  3.591729904E+001  5.130016559E+001 
 8.380000000E-003  3.574417684E+001  5.129005375E+001 
 8.381000000E-003  3.557112445E+001  5.125879426E+001 
 8.382000000E-003  3.539821006E+001  5.120828615E+001 
 8.383000000E-003  3.522549568E+001  5.114026737E+001 
 8.384000000E-003  3.505303774E+001  5.105632847E+001 
 8.385000000E-003  3.488088751E+001  5.095792499E+001 
 8.386000000E-003  3.470909155E+001  5.084638895E+001 
 8.387000000E-003  3.453769214E+001  5.072293922E+001 
 8.388000000E-003  3.436672760E+001  5.058869113E+001 
 8.389000000E-003  3.419623266E+001  5.044466519E+001 
 8.390000000E-003  3.402623873E+001  5.029179514E+001 
 8.391000000E-003  3.385677423E+001  5.013093525E+001 
 8.392000000E-003  3.368786479E+001  4.996286708E+001 
 8.393000000E-003  3.351953356E+001  4.978830559E+001 
 8.394000000E-003  3.335180132E+001  4.960790477E+001 
 8.395000000E-003  3.318468679E+001  4.942226282E+001 
 8.396000000E-003  3.301820673E+001  4.923192688E+001 
 8.397000000E-003  3.285237613E+001  4.903739728E+001 
 8.398000000E-003  3.268720838E+001  4.883913157E+001 
 8.399000000E-003  3.252271539E+001  4.863754811E+001 
 8.400000000E-003  3.235890769E+001  4.843302937E+001 
 8.401000000E-003  3.295518390E+001  4.829681920E+001 
 8.402000000E-003  3.355170005E+001  4.824677453E+001 
 8.403000000E-003  3.414822444E+001  4.825661149E+001 
 8.404000000E-003  3.474458888E+001  4.834155144E+001 
 8.405000000E-003  3.534055125E+001  4.849486152E+001 
 8.406000000E-003  3.593589120E+001  4.871037976E+001 
 8.407000000E-003  3.653040830E+001  4.898246689E+001 
 8.408000000E-003  3.712392034E+001  4.930596212E+001 
 8.409000000E-003  3.763198371E+001  4.968536445E+001 
 8.410000000E-003  3.746342411E+001  5.002474901E+001 
 8.411000000E-003  3.729408168E+001  5.032556795E+001 
 8.412000000E-003  3.712380577E+001  5.057793052E+001 
 8.413000000E-003  3.695275281E+001  5.078604873E+001 
 8.414000000E-003  3.678106561E+001  5.095377805E+001 
 8.415000000E-003  3.660887452E+001  5.108464753E+001 
 8.416000000E-003  3.643629851E+001  5.118188744E+001 
 8.417000000E-003  3.626344609E+001  5.124845446E+001 
 8.418000000E-003  3.609041619E+001  5.128705485E+001 
 8.419000000E-003  3.591729904E+001  5.130016559E+001 
 8.420000000E-003  3.574417684E+001  5.129005375E+001 
 8.421000000E-003  3.557112445E+001  5.125879426E+001 
 8.422000000E-003  3.539821006E+001  5.120828615E+001 
 8.423000000E-003  3.522549568E+001  5.114026737E+001 
 8.424000000E-003  3.505303774E+001  5.105632847E+001 
 8.425000000E-003  3.488088751E+001  5.095792499E+001 
 8.426000000E-003  3.470909155E+001  5.084638895E+001 
 8.427000000E-003  3.453769214E+001  5.072293922E+001 
 8.428000000E-003  3.436672760E+001  5.058869113E+001 
 8.429000000E-003  3.419623266E+001  5.044466519E+001 
 8.430000000E-003  3.402623873E+001  5.029179514E+001 
 8.431000000E-003  3.385677423E+001  5.013093525E+001 
 8.432000000E-003  3.368786479E+001  4.996286708E+001 
 8.433000000E-003  3.351953356E+001  4.978830559E+001 
 8.434000000E-003  3.335180132E+001  4.960790477E+001 
 8.435000000E-003  3.318468679E+001  4.942226282E+001 
 8.436000000E-003  3.301820673E+001  4.923192688E+001 
 8.437000000E-003  3.285237613E+001  4.903739728E+001 
 8.438000000E-003  3.268720838E+001  4.883913157E+001 
 8.439000000E-003  3.252271539E+001  4.863754811E+001 
 8.440000000E-003  3.235890769E+001  4.843302937E+001 
 8.441000000E-003  3.295518390E+001  4.829681920E+001 
 8.442000000E-003  3.355170005E+001  4.824677453E+001 
 8.443000000E-003  3.414822444E+001  4.825661149E+001 
 8.444000000E-003  3.474458888E+001  4.834155144E+001 
 8.445000000E-003  3.534055125E+001  4.849486152E+001 
 8.446000000E-003  3.593589120E+001  4.871037976E+001 
 8.447000000E-003  3.653040830E+001  4.898246689E+001 
 8.448000000E-003  3.712392034E+001  4.930596212E+001 
 8.449000000E-003  3.763198371E+001  4.968536445E+001 
 8.450000000E-003  3.746342411E+001  5.002474901E+001 
 8.451000000E-003  3.729408168E+001  5.032556795E+001 
 8.452000000E-003  3.712380577E+001  5.057793052E+001 
 8.453000000E-003  3.695275281E+001  5.078604873E+001 
 8.454000000E-003  3.678106561E+001  5.095377805E+001 
 8.455000000E-003  3.660887452E+001  5.108464753E+001 
 8.456000000E-003  3.643629851E+001  5.118188744E+001 
 8.457000000E-003  3.626344609E+001  5.124845446E+001 
 8.458000000E-003  3.609041619E+001  5.128705485E+001 
 8.459000000E-003  3.591729904E+001  5.130016559E+001 
 8.460000000E-003  3.574417684E+001  5.129005375E+001 
 8.461000000E-003  3.557112445E+001  5.125879426E+001 
 8.462000000E-003  3.539821006E+001  5.120828615E+001 
 8.463000000E-003  3.522549568E+001  5.114026737E+001 
 8.464000000E-003  3.505303774E+001  5.105632847E+001 
 8.465000000E-003  3.488088751E+001  5.095792499E+001 
 8.466000000E-003  3.470909155E+001  5.084638895E+001 
 8.467000000E-003  3.453769214E+001  5.072293922E+001 
 8.468000000E-003  3.436672760E+001  5.058869113E+001 
 8.469000000E-003  3.419623266E+001  5.044466519E+001 
 8.470000000E-003  3.402623873E+001  5.029179514E+001 
 8.471000000E-003  3.385677423E+001  5.013093525E+001 
 8.472000000E-003  3.368786479E+001  4.996286708E+001 
 8.473000000E-003  3.351953356E+001  4.978830559E+001 
 8.474000000E-003  3.335180132E+001  4.960790477E+001 
 8.475000000E-003  3.318468679E+001  4.942226282E+001 
 8.476000000E-003  3.301820673E+001  4.923192688E+001 
 8.477000000E-003  3.285237613E+001  4.903739728E+001 
 8.478000000E-003  3.268720838E+001  4.883913157E+001 
 8.479000000E-003  3.252271539E+001  4.863754811E+001 
 8.480000000E-003  3.235890769E+001  4.843302937E+001 
 8.481000000E-003  3.295518390E+001  4.829681920E+001 
